,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127,label
0,-0.13259492814540863,0.07472103089094162,0.11387700587511063,0.003932587336748838,-0.17487134039402008,0.021420279517769814,-0.02345658279955387,-0.11937609314918518,0.08139166235923767,-0.03726110979914665,0.1825927495956421,-0.04453079774975777,-0.24141280353069305,0.05481306090950966,-0.05204397812485695,0.11553168296813965,-0.10781329870223999,-0.10311359167098999,-0.10175866633653641,-0.0831039696931839,0.02716083824634552,0.0028267567977309227,-0.006948407273739576,0.09136731922626495,-0.1995556503534317,-0.204940065741539,-0.12002121657133102,-0.05373194068670273,0.11156637966632843,-0.05373302847146988,-0.028782954439520836,0.0023748858366161585,-0.14695768058300018,-0.06431136280298233,-0.018363995477557182,-0.00020598589617293328,-0.03970114141702652,-0.13233590126037598,0.2325543463230133,-0.009700652211904526,-0.15804354846477509,0.054201848804950714,0.033689916133880615,0.3246958553791046,0.12628701329231262,0.0017745760269463062,0.06104838475584984,-0.09121758490800858,0.12767578661441803,-0.29063767194747925,0.14239850640296936,0.11432289332151413,0.16541467607021332,0.0618964247405529,0.0607120655477047,-0.1318848580121994,0.0595158189535141,0.26589539647102356,-0.22877834737300873,0.1462465226650238,0.05487661436200142,-0.03477552533149719,0.07277164608240128,-0.07723906636238098,0.2174723595380783,0.15554289519786835,-0.07332377135753632,-0.09601479768753052,0.15068355202674866,-0.10343261063098907,-0.06965813785791397,0.04659638553857803,-0.09711471199989319,-0.16173163056373596,-0.38398781418800354,0.08584408462047577,0.4454920291900635,0.19559229910373688,-0.25267311930656433,-0.012006142176687717,-0.07059682160615921,-0.008139693178236485,0.1199261024594307,0.05010225251317024,-0.14730772376060486,-0.096601203083992,-0.11154892295598984,0.023781532421708107,0.23714666068553925,-0.018530096858739853,-0.030618811026215553,0.25199756026268005,0.16876065731048584,-0.08684156835079193,0.058795683085918427,0.0835997462272644,-0.14278055727481842,-0.06430043280124664,-0.11305040121078491,0.008209041319787502,0.026094602420926094,-0.010241823270916939,0.051130592823028564,0.15030916035175323,-0.22638952732086182,0.1928051859140396,0.0190891046077013,-0.09167086333036423,-0.030449599027633667,-0.03250148519873619,-0.11725327372550964,-0.02686479315161705,0.16872994601726532,-0.2740227282047272,0.08102697134017944,0.13397857546806335,0.04629647359251976,0.13369432091712952,0.055413875728845596,0.03802211210131645,-0.01306137628853321,0.013141795061528683,-0.07385528087615967,-0.049391552805900574,0.16764602065086365,-0.09601285308599472,0.06475657224655151,0.11115741729736328,chandler
1,-0.18046796321868896,0.14323478937149048,0.08133142441511154,-0.04041552543640137,-0.19264958798885345,0.010953004471957684,-0.016652539372444153,-0.06592173874378204,0.129287987947464,-0.03787985444068909,0.16781526803970337,-0.038230594247579575,-0.2052878588438034,0.0707869827747345,-0.0021391066256910563,0.15274858474731445,-0.168345645070076,-0.09179215878248215,-0.13328386843204498,-0.05654618516564369,-0.012710503302514553,0.023845620453357697,-0.007145300041884184,0.08069570362567902,-0.1602979451417923,-0.24317607283592224,-0.12786976993083954,-0.058257486671209335,0.03448092192411423,-0.0331583134829998,0.04300438612699509,-0.01643674075603485,-0.1235450878739357,-0.08582470566034317,-0.004567026626318693,0.025689516216516495,-0.08049145340919495,-0.0912453904747963,0.2098417431116104,-0.04395443573594093,-0.1688976287841797,0.06333307176828384,0.03711668401956558,0.3421163558959961,0.1016528457403183,0.0067652068100869656,0.08275371789932251,-0.015080560930073261,0.09478278458118439,-0.25086987018585205,0.07217228412628174,0.09744426608085632,0.13123002648353577,0.01973162218928337,0.11851012706756592,-0.15937575697898865,0.08236503601074219,0.2526974081993103,-0.1935347020626068,0.11363737285137177,0.047586288303136826,-0.06174693629145622,0.07792023569345474,-0.028874928131699562,0.22202588617801666,0.12773600220680237,-0.06038343161344528,-0.12070377916097641,0.14610792696475983,-0.05720197781920433,-0.032076746225357056,0.049756474792957306,-0.13468310236930847,-0.18618495762348175,-0.4052514135837555,0.05554564297199249,0.4183777868747711,0.11323325335979462,-0.19132773578166962,-0.0041147684678435326,-0.0008537499234080315,0.02617226168513298,0.067302405834198,0.05585267022252083,-0.188237726688385,-0.06440499424934387,-0.15352074801921844,0.053931038826704025,0.2055673897266388,-0.0236581489443779,-0.05071498081088066,0.19556936621665955,0.13287198543548584,-0.13148856163024902,0.05886906757950783,0.06289232522249222,-0.091766856610775,-0.07363855093717575,-0.10193274170160294,0.06534065306186676,0.086142398416996,-0.10209856927394867,-0.017972666770219803,0.13380347192287445,-0.2331710010766983,0.12829075753688812,-0.006895110476762056,-0.07421142607927322,-0.14288870990276337,0.015809891745448112,-0.14671313762664795,0.024464569985866547,0.21693003177642822,-0.24700981378555298,0.11061709374189377,0.19937044382095337,-0.051545239984989166,0.13628575205802917,0.047508686780929565,0.0031755531672388315,-0.05290881544351578,0.059185098856687546,-0.07286261767148972,-0.08585122227668762,0.10783701390028,-0.054400376975536346,0.09445138275623322,0.13335633277893066,chandler
2,-0.16929596662521362,0.21166549623012543,0.12277767807245255,-0.025382019579410553,-0.2314063012599945,-0.04714658483862877,-0.024300526827573776,-0.0434163399040699,0.1258678436279297,-0.007277699653059244,0.20492099225521088,-0.04591761901974678,-0.22674258053302765,0.12495554238557816,-0.03701617196202278,0.16692352294921875,-0.1580769270658493,-0.0877121165394783,-0.13915064930915833,-0.06578390300273895,0.018421834334731102,-0.0009350854670628905,-0.00496625155210495,0.08321018517017365,-0.19769884645938873,-0.27090591192245483,-0.07853609323501587,-0.07273721694946289,0.06209942325949669,-0.07057051360607147,0.050906702876091,0.03493093326687813,-0.19281329214572906,-0.1123138815164566,-0.0036213076673448086,0.006975457072257996,-0.06802406907081604,-0.09418701380491257,0.22040705382823944,0.004405557177960873,-0.1702781617641449,0.07385588437318802,0.08438713848590851,0.3502683639526367,0.15887616574764252,0.02926536835730076,0.09592738747596741,-0.07176542282104492,0.12510280311107635,-0.23835955560207367,0.08350537717342377,0.11979362368583679,0.13257940113544464,0.10416839271783829,0.05539872497320175,-0.13816866278648376,0.11035826057195663,0.2392895519733429,-0.28336820006370544,0.10047101974487305,0.1335935741662979,-0.02372579276561737,-0.00629845168441534,-0.0787595883011818,0.2280416190624237,0.11915130168199539,-0.08229640126228333,-0.08461785316467285,0.09957550466060638,-0.09227541834115982,-0.034904658794403076,0.05635774880647659,-0.1487521529197693,-0.1646641045808792,-0.3849705755710602,0.08700235188007355,0.38998913764953613,0.1534697264432907,-0.15248556435108185,-0.02775968238711357,-0.017715493217110634,0.012839444912970066,0.02947254106402397,0.023126933723688126,-0.17829042673110962,-0.11481358855962753,-0.06331834942102432,0.08566157519817352,0.20047906041145325,-0.00592418946325779,-0.016367584466934204,0.21401309967041016,0.12070544809103012,-0.1574869602918625,-0.005177603103220463,0.07948371022939682,-0.15877698361873627,-0.0753401666879654,-0.09878288954496384,0.0221380814909935,0.020934071391820908,-0.08352426439523697,-0.019984131678938866,0.09165853261947632,-0.27968963980674744,0.12140596657991409,-0.009514340199530125,-0.05694810673594475,-0.09491845220327377,0.0018418484833091497,-0.15263082087039948,-0.024513501673936844,0.18714888393878937,-0.22784557938575745,0.16774806380271912,0.20104379951953888,-0.0328923836350441,0.10216955095529556,0.0746411457657814,0.01742474175989628,-0.038861144334077835,0.053134094923734665,-0.04289066419005394,-0.08330327272415161,0.16291998326778412,-0.06558351963758469,0.10319624096155167,0.06272388249635696,chandler
3,-0.13542568683624268,0.12245001643896103,0.11085915565490723,-0.093162402510643,-0.2003461867570877,-0.06425114721059799,-0.012838684022426605,-0.10923412442207336,0.13024230301380157,-0.05559844151139259,0.16453033685684204,-0.04335654899477959,-0.20033606886863708,0.09359408915042877,-0.027744047343730927,0.12153170257806778,-0.13233724236488342,-0.13009455800056458,-0.102261483669281,-0.0899573564529419,0.08122187107801437,0.013275357894599438,-0.012456132099032402,0.08797015994787216,-0.1784527450799942,-0.1970304697751999,-0.1382894665002823,-0.02087843231856823,0.16736821830272675,-0.003803594969213009,0.039779048413038254,0.030041342601180077,-0.1739921122789383,-0.04423218220472336,-0.0276044812053442,-0.0056061833165585995,-0.04660327360033989,-0.15409451723098755,0.2624068856239319,0.013154112733900547,-0.1644192636013031,0.08669058978557587,0.024559836834669113,0.29829180240631104,0.16440176963806152,-0.005014814902096987,0.11966240406036377,-0.0666353702545166,0.10676266998052597,-0.26435592770576477,0.1266932189464569,0.11620575934648514,0.13728095591068268,0.0376151017844677,0.11022841930389404,-0.164269357919693,0.055215559899806976,0.2192038893699646,-0.22879506647586823,0.13503096997737885,0.08642569184303284,-0.016842568293213844,0.004944197367876768,-0.1082080528140068,0.2017115354537964,0.14636369049549103,-0.07201629877090454,-0.09991766512393951,0.18539904057979584,-0.10341597348451614,-0.08210748434066772,0.05806858092546463,-0.1328762173652649,-0.09952004998922348,-0.3482934832572937,0.08226694911718369,0.4606385827064514,0.17334893345832825,-0.2032880187034607,0.033457253128290176,0.0019062109058722854,0.022106191143393517,0.09838299453258514,0.022861303761601448,-0.20005947351455688,-0.08582049608230591,-0.1000271812081337,0.06347779929637909,0.21843387186527252,-0.005197037942707539,-0.058390770107507706,0.23990845680236816,0.15759296715259552,-0.07453714311122894,0.03038031794130802,0.05158460885286331,-0.0862465500831604,-0.08362575620412827,-0.09320543706417084,0.02600082755088806,0.07818593084812164,-0.05120269954204559,-0.00044636690290644765,0.158647820353508,-0.21495015919208527,0.15683555603027344,-0.0052309539169073105,-0.07113072276115417,-0.10910181701183319,0.029607567936182022,-0.14409907162189484,0.014164642430841923,0.14698432385921478,-0.2246111035346985,0.10771173983812332,0.1555362343788147,-0.02447992004454136,0.09533748775720596,0.07394261658191681,0.03475450351834297,0.010017604567110538,0.03908800706267357,-0.05796537920832634,-0.09247050434350967,0.14260901510715485,-0.05261389911174774,0.10205371677875519,0.13740961253643036,chandler
4,-0.13755466043949127,0.19424107670783997,0.11174754798412323,-0.055562350898981094,-0.1553432196378708,-0.02078908123075962,0.025562545284628868,-0.08985317498445511,0.1278066486120224,-0.04142574593424797,0.25096651911735535,-0.04853731393814087,-0.31116124987602234,0.0933241993188858,0.003727561794221401,0.15523461997509003,-0.1695636808872223,-0.07420825958251953,-0.15450960397720337,-0.06102849170565605,0.07619625329971313,0.024674823507666588,0.015989769250154495,0.030207373201847076,-0.13276435434818268,-0.3010198473930359,-0.10766831040382385,0.007939869537949562,0.04708854481577873,-0.06779390573501587,0.07907988876104355,0.014221768826246262,-0.19666750729084015,-0.053557492792606354,-0.00953972153365612,-0.005310464650392532,-0.06779703497886658,-0.133488267660141,0.2228347808122635,0.0017946591833606362,-0.14562374353408813,0.0949617549777031,0.07042678445577621,0.2762832045555115,0.14943823218345642,0.03370144963264465,0.09595847129821777,-0.14526572823524475,0.09228473156690598,-0.269135057926178,0.10894092917442322,0.1114710196852684,0.13231179118156433,0.06873820722103119,0.029023200273513794,-0.19861124455928802,0.07999665290117264,0.17230099439620972,-0.2655627727508545,0.09993046522140503,0.19277526438236237,-0.04619104415178299,-0.04817000776529312,-0.05541428551077843,0.1953502744436264,0.1142776608467102,-0.12618635594844818,-0.1262015551328659,0.127536803483963,-0.08744783699512482,-0.0300911758095026,0.05268571898341179,-0.14242787659168243,-0.19769693911075592,-0.35581913590431213,0.12897245585918427,0.45902353525161743,0.13155511021614075,-0.18314789235591888,-0.03591066971421242,-0.07214697450399399,0.06111207604408264,0.054407596588134766,0.013636890798807144,-0.19770565629005432,-0.13439877331256866,-0.13732679188251495,0.09732877463102341,0.21103782951831818,-0.0010166639694944024,-0.08974047750234604,0.2692045271396637,0.1364915817975998,-0.07939957827329636,0.02845003455877304,0.09403512626886368,-0.10526424646377563,-0.06828109174966812,-0.12798674404621124,0.0381728932261467,0.028251100331544876,-0.13280774652957916,-0.04756616801023483,0.1227739229798317,-0.2436351478099823,0.19292093813419342,-0.013413183391094208,-0.06486637890338898,-0.0555153414607048,-0.009841500781476498,-0.1838323324918747,0.0023732567206025124,0.1589144468307495,-0.27585095167160034,0.14346423745155334,0.19709722697734833,0.04279124364256859,0.14223958551883698,0.09850168228149414,0.10149966925382614,-0.003403003327548504,0.04151157662272453,-0.11990773677825928,-0.09076327085494995,0.12616993486881256,0.0002851251629181206,0.10527193546295166,0.0928991362452507,chandler
5,-0.23605266213417053,0.18507428467273712,0.1514953076839447,-0.013528677634894848,-0.20384450256824493,0.022558128461241722,0.002877217484638095,-0.09353198856115341,0.17441700398921967,0.003798656165599823,0.1709403097629547,0.0025963636580854654,-0.1974450945854187,0.06965018808841705,-0.043147072196006775,0.05457572638988495,-0.12840761244297028,-0.08876778930425644,-0.08612078428268433,-0.08383218944072723,0.0014761944767087698,0.05217742919921875,0.011291500180959702,0.020531609654426575,-0.14182277023792267,-0.2903468608856201,-0.0939813181757927,-0.07151168584823608,0.12725844979286194,0.009106705896556377,0.08295684307813644,-0.021367806941270828,-0.17771069705486298,-0.1038534939289093,-0.041152581572532654,0.037902332842350006,-0.09033934772014618,-0.06936922669410706,0.22037243843078613,-0.07234829664230347,-0.15260286629199982,0.032755520194768906,0.08010664582252502,0.341270387172699,0.14121438562870026,0.030932370573282242,0.0951111912727356,-0.09746957570314407,0.1373131424188614,-0.2555641829967499,0.07358528673648834,0.12048604339361191,0.09933824092149734,0.04199695587158203,0.124446339905262,-0.17693093419075012,0.06652847677469254,0.1738324910402298,-0.2176339030265808,0.16743730008602142,0.08888402581214905,-0.04389798268675804,0.032629530876874924,-0.061047427356243134,0.27789103984832764,0.12419404834508896,-0.05135928466916084,-0.14366737008094788,0.17145031690597534,-0.11192882806062698,-0.02947787381708622,0.14456751942634583,-0.11286948621273041,-0.1394733488559723,-0.38116252422332764,0.10781782120466232,0.5122764110565186,0.104204922914505,-0.1057756096124649,-0.0016573343891650438,-0.049854960292577744,-0.004506493452936411,0.055154118686914444,0.0804743692278862,-0.20243628323078156,-0.09355632960796356,-0.12236420065164566,0.06615826487541199,0.24700479209423065,0.012527109123766422,-0.06708495318889618,0.1766829639673233,0.14348803460597992,-0.07418850064277649,0.018184226006269455,0.09917884320020676,-0.14729507267475128,-0.0401129387319088,-0.12185312807559967,0.043196529150009155,0.08790988475084305,-0.07299923896789551,0.045048732310533524,0.14215156435966492,-0.22797174751758575,0.1537623107433319,-0.01838771067559719,-0.06573796272277832,-0.07278740406036377,-0.06137946993112564,-0.09184075891971588,0.05956370010972023,0.2183327078819275,-0.26563316583633423,0.1962898075580597,0.11497901380062103,-0.0005897744558751583,0.16100184619426727,0.04560690000653267,0.01774546504020691,-0.02957061678171158,0.06937702000141144,-0.05558678135275841,-0.06717926263809204,0.05375463515520096,-0.1179344654083252,0.09608779102563858,0.1219080239534378,chandler
6,-0.18529871106147766,0.12501047551631927,0.1464252769947052,0.007192348595708609,-0.1484755575656891,-0.023761488497257233,-0.014727682806551456,-0.15813259780406952,0.1327519416809082,-0.08174627274274826,0.12384220957756042,-0.027033211663365364,-0.20098955929279327,0.06782225519418716,-0.06369280070066452,0.13739214837551117,-0.10380424559116364,-0.15098944306373596,-0.11478280276060104,-0.1275685876607895,0.03622158244252205,0.08781862258911133,0.01782519370317459,0.030942047014832497,-0.16081959009170532,-0.21680203080177307,-0.0887722596526146,-0.045428305864334106,0.11940982192754745,0.026275943964719772,0.007533478084951639,0.005673333536833525,-0.22017459571361542,-0.10054900497198105,0.016869671642780304,0.02210620790719986,-0.06313034892082214,-0.10909130424261093,0.24023905396461487,-0.04247785732150078,-0.16263306140899658,-0.02930445596575737,0.08851645886898041,0.31638410687446594,0.15329939126968384,0.006442971993237734,0.03459455817937851,-0.03979406878352165,0.1043720692396164,-0.22586753964424133,0.06501857936382294,0.12569694221019745,0.11301599442958832,0.09300842136144638,0.06926391273736954,-0.17157328128814697,0.09929858893156052,0.21796220541000366,-0.1871020793914795,0.11671870946884155,0.06588205695152283,-0.10847219079732895,0.03364293649792671,0.004270120523869991,0.2119303047657013,0.0650806725025177,-0.034852296113967896,-0.10460232198238373,0.16344983875751495,-0.08835365623235703,-0.03257203847169876,0.027934754267334938,-0.14524690806865692,-0.13355249166488647,-0.36315053701400757,0.029642252251505852,0.4436640441417694,0.11539089679718018,-0.16316427290439606,0.05422663316130638,0.023209815844893456,0.032699938863515854,0.12018362432718277,0.06625702232122421,-0.14601588249206543,-0.05909453704953194,-0.09169892966747284,0.053422704339027405,0.22139783203601837,-0.0068374439142644405,-0.08393784612417221,0.18291795253753662,0.08231083303689957,-0.13304486870765686,0.06296154111623764,0.08445744961500168,-0.11222320795059204,-0.05112791433930397,-0.12911638617515564,0.006270069163292646,0.09160730242729187,-0.03497226536273956,0.02832561545073986,0.15928879380226135,-0.21852703392505646,0.1427457481622696,-0.0011510526528581977,-0.03901486098766327,-0.074272520840168,-0.042592085897922516,-0.12775656580924988,0.006570600438863039,0.15726180374622345,-0.171901673078537,0.171054869890213,0.17083998024463654,-0.0627879947423935,0.16565686464309692,0.060643840581178665,0.021007854491472244,0.009500629268586636,0.0785665214061737,-0.076718270778656,-0.131303071975708,0.1350325644016266,-0.052933111786842346,0.12961219251155853,0.1156427264213562,chandler
7,-0.19068536162376404,0.11225695163011551,0.16235089302062988,-0.07799423485994339,-0.16602815687656403,-0.01936744712293148,-0.002577473409473896,-0.081290103495121,0.14853684604167938,-0.05807024985551834,0.13193611800670624,-0.0068484279327094555,-0.19943363964557648,0.061669208109378815,-0.03736277297139168,0.09259591996669769,-0.17441001534461975,-0.106129951775074,-0.11183829605579376,-0.09205441176891327,0.05589912086725235,0.03395829722285271,-0.028848707675933838,0.009382877498865128,-0.10868845134973526,-0.22879523038864136,-0.10985041409730911,-0.05213901400566101,0.11693733185529709,0.03699811175465584,0.03048812784254551,-0.015095366165041924,-0.14762556552886963,-0.08245182037353516,-0.03669203445315361,0.02826661616563797,-0.07746510207653046,-0.08000466227531433,0.2078694850206375,-0.05571746081113815,-0.1678406298160553,0.06063445657491684,0.06925665587186813,0.32166749238967896,0.13013586401939392,0.04335309937596321,0.05817825719714165,-0.056807588785886765,0.15580853819847107,-0.3022129535675049,0.08299175649881363,0.1429840475320816,0.1385871022939682,0.04854882135987282,0.10775874555110931,-0.17069637775421143,0.10318135470151901,0.15597879886627197,-0.23473049700260162,0.16909626126289368,0.09245871752500534,-0.11807893961668015,-0.01665397360920906,-0.05587967485189438,0.2315269112586975,0.11749104410409927,-0.08337308466434479,-0.11216973513364792,0.19451546669006348,-0.10155179351568222,-0.03306518495082855,0.06086025759577751,-0.11094508320093155,-0.12788264453411102,-0.33674511313438416,0.049777060747146606,0.461931437253952,0.11469411849975586,-0.16572731733322144,0.05736403912305832,-0.08156339079141617,0.023521551862359047,0.07308190315961838,0.08579213917255402,-0.18743282556533813,-0.005879482254385948,-0.12974368035793304,0.03687075898051262,0.19233331084251404,-0.04879637435078621,-0.008925095200538635,0.26318812370300293,0.19271203875541687,-0.07360776513814926,0.05110960826277733,0.06749405711889267,-0.08563525229692459,-0.10069747269153595,-0.1450040191411972,0.0303344763815403,0.11450886726379395,-0.12682810425758362,0.009768429212272167,0.09030025452375412,-0.25075262784957886,0.17859655618667603,0.014603933319449425,-0.029866747558116913,-0.06130776181817055,-0.06623920798301697,-0.0884317010641098,0.0010009696707129478,0.19683165848255157,-0.24210740625858307,0.10706748068332672,0.18466685712337494,0.008644870482385159,0.16208188235759735,0.05958559364080429,0.028689738363027573,-0.020057467743754387,0.01248712558299303,-0.07881996035575867,-0.08399657160043716,0.07085143029689789,-0.05607316642999649,0.040550924837589264,0.1659780740737915,chandler
8,-0.12140728533267975,0.1260136216878891,0.09177216142416,0.007068366277962923,-0.22492894530296326,0.015976877883076668,0.013197701424360275,-0.07973197847604752,0.12934842705726624,-0.036059897392988205,0.13075567781925201,-0.11375942081212997,-0.2517545819282532,0.0920213982462883,0.003179277526214719,0.13249215483665466,-0.08872786909341812,-0.13489988446235657,-0.14383438229560852,-0.06414486467838287,-0.005108180921524763,-0.023738835006952286,-0.01839245669543743,0.04831166937947273,-0.1336188018321991,-0.30657199025154114,-0.1104491800069809,-0.011230085045099258,0.086065873503685,-0.015933336690068245,-0.012326784431934357,0.06806613504886627,-0.18089285492897034,-0.0925624817609787,0.006907313130795956,0.020744135603308678,-0.08233600109815598,-0.12339625507593155,0.2381845861673355,-0.03616822883486748,-0.17185352742671967,0.06887955963611603,0.050882332026958466,0.30475011467933655,0.07803603261709213,0.0019615471828728914,0.07550879567861557,-0.02551395073533058,0.08189097791910172,-0.2499522566795349,0.06675653904676437,0.13371382653713226,0.11923109740018845,0.06100478768348694,0.07184623181819916,-0.20919688045978546,0.08560249209403992,0.2151116579771042,-0.2347351461648941,0.12527088820934296,0.09020532667636871,-0.09825737029314041,-0.016347331926226616,-0.08253247290849686,0.2136772871017456,0.16500742733478546,-0.02978997863829136,-0.16423343122005463,0.15438418090343475,-0.06112677603960037,0.023676443845033646,0.053526390343904495,-0.12987427413463593,-0.1529529094696045,-0.33844074606895447,0.08293432742357254,0.4360526502132416,0.1268668919801712,-0.20264263451099396,-0.03483482822775841,-0.013657135888934135,0.03239605575799942,0.0774608924984932,0.003368512261658907,-0.18300761282444,-0.09098681807518005,-0.15704794228076935,0.06869762390851974,0.19631023705005646,-0.016212930902838707,-0.053091082721948624,0.17915448546409607,0.13525474071502686,-0.09852045774459839,0.032770488411188126,0.062478646636009216,-0.1230548843741417,-0.058383598923683167,-0.14578978717327118,0.050542984157800674,0.07916158437728882,-0.12047448754310608,-0.01856621541082859,0.12292180955410004,-0.2310965359210968,0.14017395675182343,-0.004354795441031456,-0.07426996529102325,-0.11882570385932922,-0.023245787248015404,-0.14257380366325378,0.052742019295692444,0.1832130402326584,-0.2768302261829376,0.13026762008666992,0.17009341716766357,-0.0013285625027492642,0.14251182973384857,0.04618960618972778,0.011455800384283066,-0.016379108652472496,0.02449265867471695,-0.11201594024896622,-0.10329251736402512,0.11523209512233734,-0.03174223005771637,0.039767391979694366,0.1339833289384842,chandler
9,-0.143857941031456,0.12935321033000946,0.11592201143503189,0.0023787375539541245,-0.1506270468235016,-0.060675229877233505,-0.033010732382535934,-0.15683233737945557,0.09922817349433899,-0.05023197829723358,0.1327359527349472,-0.09595631808042526,-0.21270304918289185,0.09608875960111618,-0.05192570760846138,0.11010696738958359,-0.08756761252880096,-0.1512022465467453,-0.09867038577795029,-0.10265538096427917,0.05873958393931389,0.024398593232035637,-0.00014444916450884193,0.0336901880800724,-0.18323931097984314,-0.20493270456790924,-0.11816246062517166,-0.0489518865942955,0.09884360432624817,0.004730219021439552,0.0050706020556390285,-0.00409449590370059,-0.19722801446914673,-0.06138630583882332,-0.007693922612816095,0.011294000782072544,-0.07660501450300217,-0.133879154920578,0.27508223056793213,-0.044342298060655594,-0.16378185153007507,0.040212053805589676,0.06828677654266357,0.26109543442726135,0.13377410173416138,-0.018632691353559494,0.050347600132226944,-0.06428463757038116,0.08646038919687271,-0.2151820808649063,0.0686790719628334,0.1680922955274582,0.0667688325047493,0.10895669460296631,0.07429345697164536,-0.16895297169685364,0.09856865555047989,0.19188329577445984,-0.2157575488090515,0.08883963525295258,0.08047455549240112,-0.03859274089336395,0.02488691918551922,-0.018605243414640427,0.1855267733335495,0.123027503490448,-0.0272295493632555,-0.10074547678232193,0.1653682142496109,-0.10494530200958252,-0.021254200488328934,0.04051503911614418,-0.12337511032819748,-0.1512485295534134,-0.3144046664237976,0.04924486204981804,0.41725993156433105,0.12857572734355927,-0.1684580296278,0.06952721625566483,0.014700563624501228,-0.0034575422760099173,0.12149055302143097,0.0005908141029067338,-0.16654187440872192,-0.022575363516807556,-0.1140800267457962,0.07542243599891663,0.20844529569149017,-0.005096940789371729,-0.041042398661375046,0.21090668439865112,0.10616672784090042,-0.08586456626653671,0.10053587704896927,0.10099843144416809,-0.11203329265117645,-0.07429556548595428,-0.12855634093284607,0.023561421781778336,0.1063091903924942,-0.06724569946527481,0.0124079380184412,0.14105883240699768,-0.1893797218799591,0.1407715380191803,0.006954741198569536,-0.05094779282808304,-0.133782759308815,-0.01454169861972332,-0.10711374878883362,0.02895270846784115,0.15389440953731537,-0.19056086242198944,0.14180250465869904,0.11555933207273483,-0.06610167771577835,0.12864083051681519,0.0738416388630867,0.018945850431919098,-0.022852972149848938,0.03744697943329811,-0.09041553735733032,-0.10260257124900818,0.09869688004255295,0.001218508812598884,0.10239718854427338,0.14044025540351868,chandler
